Year,Title,Body
2021,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】神奈川の美しい広葉樹林50選スタンプラリーを開始 国立大学法人横浜国立大学（学長 梅原出）は、2022年4月から「神奈川の美しい広葉樹林50選スタンプラリー」事業を開始しますので、お知らせします。 本事業は、神奈川県大学発・政策提案事業（神奈川県政策局）に2019-2020年度採択の「Woodyかながわ～広葉樹の活用による地域活性化と県民の健康増進」において、その研究成果や現地調査、県民から推薦公募を経て、神奈川の美しい広葉樹林を50か所選定しました。 これら広葉樹の活用による地域活性化・健康増進事業として、森林保全再生への県民理解や新型コロナウイルス（COVID-19）による県民の運動不足解消、県内の観光振興をねらいとする神奈川県内全域にわたるスタンプラリーです。 詳しくは、詳細資料をご覧ください。 問い合わせ担当先 産学・地域連携課長 岸 信治 メールアドレス：woody-kanagawa ynu.ac.jp (担当：学長室)
2021,大学院都市イノベーション学府生が厚木市立鳶尾小学校で国際理解授業 - 横浜国立大学,大学院都市イノベーション学府都市地域社会専攻の研究生クリストファー 健 コントレーラ 伊吹さん（指導教員：藤掛洋子 教授）は3月8日、厚木市立鳶尾小学校において「日本がどう見えるか」をテーマに特別授業を行いました。これは、国際社会科学府博士課程後期 高田浩さん（厚木市議会議員、指導教員：加藤峰夫 教授）の紹介により、児童が異文化を知り視野を拡げることを目的に企画されました。 児童らは、手作りのパラグアイ国旗を振ってクリストファーさんを出迎えました。クリストファーさんは英語で話し、英語教員が逐次通訳を担いました。国名の由来や、スペインの植民地となった歴史と言語、食文化、人気のスポーツ、ハグを例とした挨拶、日本で受けたカルチャーショックなどが話されました。 最後は、パラグアイの公用語であるスペイン語とグアラニー語で「ありがとう」を意味する「ムーシャス・グラシアス」「アグイジェ」と全員で声を合わせて締めくくられました。普段耳にしないラテン系の話は、児童の好奇心を刺激したようです。 授業終了後、地元のケーブルＴＶからインタビューを受けた児童２名は、「挨拶が独特だなと思った」「日本はキッチリ時間を守っている事が素晴らしいと聞いて驚いた」などと述べていました。 また、クリストファーさんは授業終了後、厚木市教育長を表敬訪問。授業の様子や文化の違いが話題となり、楽しいひと時となりました。 (担当：都市イノベーション学府)
2021,令和４（2022）年度の課外活動について - 横浜国立大学,学生課外活動団体・サークル （含　本学への非届出団体、個人単位の活動）　各位 横浜国立大学　副学長 令和４（2022）年度の課外活動について 2022年４月以降の課外活動については、「新型コロナウイルス感染拡大防止に対する横浜国立大学の行動指針」に沿って、引き続き「課外活動再開ガイドライン」（2022.３月改訂）のもと計画書を提出した課外活動について実施可能とします。 新入生勧誘については、下記を参照し所定の期限内に申し込みを行ってください。 繰り返しのお願いとなりますが、ワクチンを接種していても感染のリスクはゼロにはならないことを認識し、基本的な感染対策（三密を避ける、マスク着用、手洗い、手指消毒）の徹底をお願いします。 【学生支援課WEBサイト】 １，課外活動再開ガイドライン https://www.gakuseisupport.ynu.ac.jp/support/circle/restart/ ２，入学式典における勧誘活動の禁止について https://www.gakuseisupport.ynu.ac.jp/support/circle/recruit_2022_04/ ３，新入生勧誘活動要領 https://www.gakuseisupport.ynu.ac.jp/support/circle/recruit_2022_04/ （※２と３のリンクは共通です。） 以上 (担当：学務部学生支援課)
2021,横浜国立大学理工系創立100周年記念事業・学生参加イベント　YNU理工系合同研究シンポジウム最優秀講演賞表彰式を挙行 - 横浜国立大学,2022年 3月 16日に「横浜国立大学理工系創立100周年記念事業・学生参加イベントYNU理工系合同研究シンポジウム最優秀講演賞表彰式」が工学研究院長室にて行われ、理工学府長から表彰状の授与と記念品の贈呈が行われました。 YNU理工系合同研究シンポジウムは、理工系創立100周年記念事業の １つとして、理工系全分野における先端研究について、多くの現役学生から研究紹介していただくことを目的に実施されました。今回の受賞は、同シンポジウムにおいて、応募された 38件の講演の中から、最も優れた講演として表彰されたものです。 表彰された講演題目は、『現場データを利用したデジタルツイン造船工程シミュレーション手法の構築』で、複雑な船舶建造工程のモデル化とそれに基づく生産工程シミュレーションの有効性を示した講演内容と、社会的にインパクトのあるプレゼンテーションであった点が評価されて、今回の表彰となりました。 表彰式では、理工学府長よりお祝いと今後の活躍を期待する言葉が贈られました。 受賞者 理工学府　博士課程前期 機械・材料・海洋系専攻　海洋空間のシステムデザイン２年 大久保 友結さん 関連リンク (担当：大学院工学研究院)
2021,入学式典における勧誘活動禁止について - 横浜国立大学,課外活動団体（含非届出団体）各位 ４月７日（木）開催の 入学式典の会場及び周辺において は、勧誘活動等（※）は禁止します。 ※勧誘活動：新入生勧誘を目的とした一切の対面活動 ・チラシ・パンフ配布、待ち合わせ、会食等。 ・ＳＮＳ等を用いた呼びかけにより、新入生を特定の場所に集合させる行為。 上記の行為が見受けられた場合は、本学職員による注意を行い、非届出団体を含め 今後の活動停止 及び 物品等支援中止 など厳正に対処いたします。 上記に該当しないオンライン上での勧誘については禁止しません。 なお、４月以降の学内における対面での勧誘については、新型コロナウイルス感染拡大防止対策を考慮し学生支援課が別途定める「新入生勧誘活動要領」を遵守することで可能とします。 新入生勧誘活動要領（令和４年３月版） https://www.gakuseisupport.ynu.ac.jp/support/circle/recruit_2022_04/index.html 以上 令和４年３月 副学長 (担当：学生支援課学生支援係)
2021,都市イノベーション研究院 須川亜紀子 教授の＜大槌町＞オンラインアニメイベント「おおつちアニメフェスタ」コメント出演について - 横浜国立大学,大学院都市イノベーション研究院の須川亜紀子教授が＜大槌町＞オンラインアニメイベント 「おおつちアニメフェスタ」にコメント出演いたします。 ＜大槌町＞オンラインアニメイベント 「おおつちアニメフェスタ」 日時： 2022年3月21日（月・祝）16:00～17:00 場所： オンラインイベント（YouTubeでの放映を予定） プログラム： 全体MC・司会： 蒼井 翔太 氏（声優） １、町長開会挨拶 ２、映画「岬のマヨイガ」特集 ・作品紹介 ・スタッフ・キャスト書面コメント・インタビュー等 ・町内舞台紹介 ３、町オリジナルアニメーション「大槌カイ物語」特集 ・作品紹介 ・「大槌カイ物語-Departure 出航-」本編の一般公開 ・スタッフ・キャスト書面コメント・インタビュー等 ・町内舞台紹介 ４、「大槌カイ」ファンにGoodな重大発表 ５、エンディング 関連リンク 三陸防災復興プロジェクトウェブサイト おおつちアニメフェスタウェブサイト https://www.otsuchi-anime.jp/ (担当：都市イノベーション研究院)
2021,令和３年度学生表彰（課外活動）を行いました - 横浜国立大学,令和４年３月１４日（月）、課外活動において優秀な成績を収めた学生の表彰を行いました。 本学では、課外活動において、特に優秀な成績を収め、課外活動の振興に功績があったと認められた学生又は学生団体を表彰しております。今後ますますの活躍を期待しております。 今年度の表彰者は以下のとおりです。 ◆硬式野球部 鵜飼　康弘 ・令和元年度神奈川大学野球春季リーグ戦　ベストプレーヤー賞受賞 ・2019年ワールドポート・トーナメント・ベースボール大会　日本代表選抜チーム選出 ・令和３年度神奈川大学野球秋季リーグ戦　最優秀選手賞受賞 ◆アカペラサークルStairways 団体表彰（代表：本久　友基） ・全国ハモネプリーグ大学日本一決定戦2021夏　２位 (担当：学務部学生支援課)
2021,ユニセフ「ウクライナ緊急募金」について - 横浜国立大学,8年にわたって続く東部地域の紛争や、武力行為の激化の影響を受けるウクライナの子どもたちのために、ユニセフでは緊急支援を行っています。本学学長が会長をつとめる神奈川県ユニセフ協会ではその活動を支えるため、ウクライナ緊急募金を受け付けております。 ・ユニセフ「ウクライナ緊急募金」
2021,【YNU Spring Program 2022】終了報告 - 横浜国立大学,YNU Spring Program 2022を開催しました 国際戦略推進機構では２月８日（火）～１０日（木）の３日間にわたり、YNU Spring Programを開催しました。YNU Spring Programとは、海外の大学の学生を対象に、教育・研究環境としての横浜国立大学と、生活空間としての横浜・神奈川・日本の魅力を伝え、本学で学びたいという意欲をもつ優秀な留学生の獲得につなげることを目的とする短期受入プログラムです。本学の協定校の大学生を中心に７８名の参加がありました。 国際戦略推進機構企画推進部門長　徐浩源教授　開会の挨拶 ２月８日（火） 開会式では、国際戦略推進機構長　椛島洋美教授、国際戦略推進機構企画推進部門長　徐浩源教授から開会の挨拶がありました。続いて、田名部元成教授から横浜と本学についての紹介がありました。 国際戦略推進機構　長谷川健治准教授 日本文化の紹介を国際戦略推進機構　長谷川健治准教授が行いました。日本の原始時代から仏教と神道の違いまで丁寧な講義が行われ、参加者からは「日本人の顔の変化に驚いた」「桜が素晴らしいと思う意味が分かった」等の感想が寄せられました。 105の三國暁帆さん また日本文化の紹介のあとには、学生団体１０５所属の三國暁帆さんから１０５の活動紹介がありました。参加者からは、「大学での様子が分かって良かった」「留学生をサポートする105のようなグループがあって安心した」という感想が聞かれました。 環境情報研究院　松田裕之教授 午後からは国際戦略推進機構　植松希世子助教の企画による「地球環境とリスクマネジメント」をテーマとしたセミナーが開催されました。基調講演として、環境情報研究院　松田裕之教授から“Are sustainable development friendly with environment and human health?”というテーマで基調講演が行われ、各グループに分かれてグループワークが始まりました。 国際教育課留学生受入係　村上健一郎主任の進学説明会 ２月９日（水） 午前中最初のセッションは、国際教育課留学生受入係　村上健一郎主任による進学説明会が行われました。参加者からは、「丁寧な説明で、入学までの内容が良く分かった」「研究、活動、施設についてよく分かったし、寮や家賃ついても教えていただいて良かった」等の声が寄せられました。 大連理工大学　張瑛准教授 引き続いて大連理工大学　張瑛准教授による“Health risk from nano- technology applied in agriculture”と題した講義が午前中に行われました。 元ユネスコ地球環境科学部長　ミゲル・クルスナー・ゴッド氏 午後には、元ユネスコ地球環境科学部長　ミゲル・クルスナー・ゴッド氏による“Nature Conservation and Sustainable Development: Can the World Meet the 30 by 30 Challenge?” と題した講義が行われ、各講義後のグループワークで意見交換をしたり、最終日のプレゼンテーションの準備を進めました。 １日目と２日目には、グループごとに東急電鉄株式会社と株式会社Huber.によるバーチャルツアーや、本学学生ファシリテーターによるinformal get togetherを通じて交流を深めました。 国際戦略推進機構　植松希世子助教によるグループワークの説明 ２月10日（木） 最終日となる３日目の午前は、午後のプレゼンテーションのために、各グループに分かれてディスカッションやプレゼンテーションの最終準備を行いました。 外国人留学生就職支援デスク　増田克子特任職員の日本での就職について お昼には外国人留学生就職支援デスク　増田克子特任職員から日本での就職についての説明がありました。タバシ・モハマドさんとピンタウディ・ジョルジョさんが日本での就活体験談を紹介しました。参加者からは、「日本での就職活動の状況がよく分かった」「就職活動をするには日本語が話せることが大事」「卒業生の体験談が聞けたのは貴重だった」等の感想が寄せられました。 表示グループは発表順です 午後は１１グループがプレゼンテーションを行い、参加教員による講評が行われました。 閉会式では、徐教授、田名部教授が挨拶し、最後に全員の集合写真を撮影して無事に終了しました。 ３日間のプログラムに参加した受講生のうち、56名が本プログラムで修得したスキルを証明するものとして発行されるオープンバッジ受領の条件を満たしました。 新型コロナウイルス感染症拡大を契機に2020年度からオンラインでの実施となった本プログラムですが、海外大学生を対象とした遠隔・オンライン教育プログラムの提供というポストコロナを見据えた新しい国際協同を実践し、そのノウハウを得る機会となりました。 本プログラムを通じて、横浜国立大学への進学を目指す留学生が増えてくれることを期待しています。 参加大学：山東大学 29名、同済大学 8名、大連理工大学 8名、北京師範大学・中国鉱業大学・天津理工大学 各1名（中国）、中原大学 1名（台湾）、ベトナム国家大学 6名、ホーチミン市工科大学 1名（ベトナム）、ランプン大学 7名、バンドン工科大学 4名、セプル・ノーペンバー工科大学 1名（インドネシア）、オジェギン大学 2名（トルコ）、ア・コルーニャ大学 1名（スペイン）、ナイロビ大学 6名、アメリカ合衆国国際大学アフリカ 1名（ケニア）
2021,「新型コロナウイルス感染拡大防止に対する横浜国立大学の行動指針」の改訂について- 横浜国立大学,「新型コロナウイルス感染拡大防止に対する横浜国立大学の行動指針」の内容の見直しを行い、令和4年3月10日付でバージョン3.2に改訂いたしました。 現在の行動指針は「段階1.5」です。行動指針に沿った行動をお願いします。
2021,都市科学部ロゴマーク2021入賞者の表彰について - 横浜国立大学,令和4年2月19日 都市科学シンポジウム第１部 Plenary Sessionにおいて、都市科学部ロゴマーク2021入賞者を表彰いたしました。 都市科学部ロゴマーク公募審査結果【2021年度】 入賞者のうち、村瀬さんならびに織田さんにご出席いただき、表彰状の授与および記念品の図書カードを贈呈いたしました。 村瀬さんには梅原学長から、織田さんには藤掛学部長からそれぞれ表彰状が授与されました。 サムネイルの画像は、もう一人の入賞者ニャムエルデネ ナモンさんのロゴです。 表彰の記念撮影 左から藤掛学部長、村瀬さん、梅原学長、織田さん (担当：都市科学部)
